date,comment
2025-08-24 01:02:37,"Haha je vois. Merci du retour, ça fait plaisir❤️"
2025-08-24 00:26:01,Detwaay😭IA wolofam lèrè woul nii d😂
2025-08-24 00:20:44,Jaajef
2025-08-23 19:57:51,"Ceux qui ont établi ce système, ce sont des génies. Ils nous utilisent de façon subtile et nous tuent à petit feu.."
2025-08-23 19:55:48,Content que ça te parle bro. Ne t’en fais pas. Amul Xalaat
2025-08-23 19:53:58,Jaajef champion 🤝❤️
2025-08-23 19:53:09,Jaajef🤝
2025-08-23 19:52:04,Bougoul nga xam ko sakh. Niofar
2025-08-23 16:46:28,Aythia🤝❤️
2025-08-23 16:25:50,🤝❤️
2025-08-23 14:52:42,Amiin 🤝 Jaajef ❤️
2025-08-23 14:51:58,Amiin❤️
2025-08-23 14:28:19,Content que ça aide🤝❤️
2025-08-23 14:27:55,Exactement 🤝
2025-08-23 12:12:49,Tout à fait🤝
2025-08-23 10:57:41,Degg ngako🤝❤️lepp delou waat ci Yalla
2025-08-23 09:37:47,"Wa guiss nga d, Lolou motax amul effet ci sen dound"
2025-08-23 09:35:57,🤝❤️
2025-08-23 01:21:18,Amiin❤️
2025-08-23 00:41:50,Merci🤝❤️
2025-08-23 00:17:23,Waw Lolou moy sunu jihad d. Gëna farlu rek
2025-08-23 00:15:09,Merciii 🤝
2025-08-23 00:15:00,Content que ça te parle🤍
2025-08-23 00:03:42,🤝❤️
2025-08-23 00:03:35,Dioulikat you bari dioulitei gougn d😭
2025-08-23 00:03:05,Da melni d😭
2025-08-23 00:02:42,"Amiin Cheikh bi, niou bok tawfeex yi"
2025-08-22 22:52:52,Deuguit! Notre système éducatif nous pousse vers le monde extérieur malheureusement
2025-08-22 22:51:02,Merci🤝❤️
2025-08-22 22:48:07,Ce sera avec plaisir
2025-08-22 22:34:12,Mercii❤️
2025-08-22 22:32:42,Tout à fait🤝. Merci
2025-08-22 22:05:46,❤️📌
2025-08-22 21:30:13,Jaajef🙌🏾🤝
2025-08-22 19:47:29,🤝❤️
2025-08-22 19:33:08,Fa la lep nek🤝❤️
2025-08-22 19:32:40,Jaajef 🤝
2025-08-22 19:32:32,🤝❤️
2025-08-22 11:15:36,🫡🤝
2025-08-22 10:28:30,Merci 🤝
2025-08-22 10:28:17,Deuguit
2025-08-22 10:28:07,Mercii❤️
2025-08-21 19:09:47,"Ah woorouma d, xamnaani ma ngi ci yonou nité daal"
2025-08-21 19:06:43,"Guiss nga d, ligeey bi ci sunu bop la"
2025-08-21 15:42:18,🤝❤️
2025-08-21 15:42:07,Ah oui ya du taff ici. Dès fois c’est frustrant de voir ça.
2025-08-21 15:38:08,Mercii
2025-08-21 13:30:54,Waw Lolou c’est une très bonne idée. In Sha Allah Dinako planifier
2025-08-21 09:43:21,Les gens sont dans la superficialité des choses
2025-08-21 09:41:22,Nonou la dèmei d
2025-08-21 09:41:08,Jerejef❤️
2025-08-20 21:41:02,"T’as bien vu, c’est un système où tout est interconnecté"
2025-08-20 20:47:01,"Ah oui, faw niou nangou d’abord"
2025-08-20 16:24:57,🤝❤️❤️
2025-08-20 15:43:28,Absolument 🤝
2025-08-20 15:43:14,🤝❤️
2025-08-20 14:13:28,Amiin❤️Dieu vous bénisse
2025-08-20 13:09:44,Oui ça va de paire ndakh ko xamoul mounoko beug. Malheureusement li eup ci julit yi guem bi tegouwoul ci xam
2025-08-20 12:35:45,"Xam nga ba parei, tu dois juste t’en rappeler. Lolou moy zikr. Zikr nak barina façon, les pratiques de la religion zikr la, méditation zikr la, les confréries même avec leurs wirds sont des méthodes pour xamal la sa bop à travers le zikr et la prière sur le prophète (psl)"
2025-08-20 12:29:11,La réponse est en toi. Ça se dévoilera quand tu auras l’intention de connaître ta mission
2025-08-20 10:23:02,❤️🤝
2025-08-20 09:16:46,"Bien dit🤝. Fa la Lep commencer, le physique est juste une manifestation de l’invisible"
2025-08-20 09:15:41,C’est l’objectif 🤝 on doit regagner notre pouvoir
2025-08-19 19:14:12,Ça change tout 🤌🏾
2025-08-19 19:13:49,"Dègeul, Jajef 🤝🫡"
2025-08-19 19:13:24,Merci c’est gentil🤝
2025-08-19 15:12:29,Jaajef🤝
2025-08-19 13:03:31,Amiin❤️Lolou moy yénei bi🤝
2025-08-19 10:16:39,Ce sera avec plaisir. Écris moi
2025-08-19 09:17:21,Mes respects🤝
2025-08-19 09:16:56,Jaajef🤝
2025-08-19 00:18:18,"Doynawaar d, niak xam dafa méti"
2025-08-18 21:00:09,"Boul wakh dara, naaci diouk 😭😂"
2025-08-18 20:58:12,Jerejef❤️
2025-08-18 20:03:57,"Oui degg Arabe d baaxna. Mais ce n’est pas un problème. Les guides religieux dont tu parles, ce n’est pas leur compréhension de l’arabe qui leur ont permis dacceder à ce niveau de sagesse, c’est juste l’outil linguistique à travers lequel ils l’ont exprimé. l’interprétation qu’ils peuvent avoir du coran ou des khadiths, même les natifs arabes ne l’ont pas. Donc ce que tu comprends par là, Yalla moy xamlei, guinaw bi nga amei yéneiy xam"
2025-08-18 19:47:35,C’est exactement ça.
2025-08-18 19:46:43,Oui problem yi ci keur yi la commencer
2025-08-18 14:23:22,🤝❤️
2025-08-18 12:22:27,"Sen capitaine bi waxna deug. Domou adama niveau bayima bi ci nit la. Yekci ci nité nak processus la. Dou question de t’es incapable de réfléchir sakh, ndakh dou ay xalat moy takh nga kham. Xalaat bi depart la rek. Waaye Yalla moy xamle deugui xam xam. Yaw amal yèney xam rek, deglou sa bop.."
2025-08-18 10:42:54,On dort toujours malheureusement
2025-08-18 10:42:32,Wakh nga deug d
2025-08-18 10:42:12,Lou leer
2025-08-18 10:42:02,Merci chef
2025-08-18 10:41:47,❤️🤝
2025-08-18 10:41:25,Jaajef champion! Wakh nga lep 🤝
2025-08-18 10:39:56,Jaajef
2025-08-18 00:44:21,Jaajef🤝❤️
2025-08-18 00:04:20,Jaajef🤝
2025-08-17 23:05:47,🤝
2025-08-17 22:34:29,Lou leer
2025-08-17 22:33:20,Ah oui l’humain a oublié sa nature propre
2025-08-17 22:30:04,Voilà c’est un outil de survie. Pas la finalité d’une vie
2025-08-17 19:32:08,C’est exactement ça
2025-08-17 15:32:23,"Mi ngi nonou d, Sant rek"
2025-08-17 11:04:43,❤️📌
2025-08-17 11:04:30,Ce choix est nécessaire! Jajef champion 🤝
2025-08-16 22:40:13,Det mane matouma seriñ😂
2025-08-16 22:39:51,Bilay loin de là!
2025-08-16 21:46:54,Yeuk yeuk bobou dalay fatali ki nga donn. Ya ngi ci yonn
2025-08-16 21:35:25,"Nieup meun nagn yekci ci Lolou. Ça dépend nak Kou nek ak fila Yalla di diaralei pour xamal la. Pour accéder à cela nak zikr mokoy yombal (dîné par exemple fofou lalay diaaralei), di wèt ak sa bopp aussi zikr la (méditer), y’a plein d’autres moyens accessibles pour te faciliter cette quête"
2025-08-16 21:26:58,"Xam sa bopp (xam Yalla ak litax mou indi la fii) moy dèlou ci xam li nga beug deug, nga dokh ci Lolou. Être en paix avec soi même…"
2025-08-16 21:16:37,🤝❤️
2025-08-16 18:20:23,Merci🤝
2025-08-16 13:31:26,Big thanks🤝
2025-08-16 13:31:06,Merci 😁🤝
2025-08-16 13:30:51,"Eskeuy, Lolou tawfeex la🤝"
2025-08-16 09:57:01,🙏🏾❤️
2025-08-16 08:57:26,"Jaajef, In Sha Allah boul wakh dara🤝"
2025-08-16 08:55:33,"Très bon schéma. Legui faut savoir que xam sa bop mo eumb yenen xètou xam xam yi, parce que c’est la finalité"
2025-08-16 08:47:37,Thanks ☺️
2025-08-15 23:50:50,"Amul xalaat, les destinataires recevront 💯"
2025-08-15 22:45:49,Jaajef ❤️
2025-08-15 22:14:42,Fi daniouy nelaw ci Lolou batay
2025-08-15 15:43:44,Jaajef
2025-08-15 15:17:11,Jaajef champion
2025-08-15 14:33:27,C’est exactement ça. La responsabilité individuelle avant tout
2025-08-15 14:08:42,Sans soucis. Écrivez moi!
2025-08-15 13:45:34,Yalla😁
2025-08-15 13:45:13,"merci ma chère 😁🤝, diam ci yaw"
2025-08-15 13:15:20,Merciiii
2025-08-15 13:15:10,Jajef
2025-08-15 13:14:23,Merci mon cher 🤝
2025-08-15 11:24:54,Ci méditation bi?
2025-08-15 11:23:17,🤝❤️
2025-08-15 11:23:09,Absolument
2025-08-15 11:23:02,Tu peux avoir une meilleure forme même. Fixe un objectif clair et sois rigoureux avec toi même.
2025-08-15 11:21:23,Malheureusement on tend vers cette crise
2025-08-15 11:20:39,Merci du retour❤️
2025-08-15 11:20:24,"Belle perspective! “On a peur de tout” bien dit , et ce sont les conséquences du conditionnement social."
2025-08-15 09:51:47,Nous avons un problème de responsabilités
2025-08-15 09:51:17,"Mbaadou😁, merci"
2025-08-15 08:43:12,Bilay! Gni yekci ci courage dieul sen yon bariwoul nak
2025-08-15 08:42:04,Doynawaar d
2025-08-15 07:06:03,Jajef champion
2025-08-15 00:36:27,Jajef mon ami🤝❤️
2025-08-15 00:35:14,Meun na nek d😁
2025-08-15 00:35:00,"C’est ça, les gens n’ont pas l’opportunité d’explorer qui ils sont réellement"
2025-08-15 00:33:43,Jajef
2025-08-15 00:33:32,Waw Lolou d moy deugui Sant 🤝
2025-08-15 00:03:35,Haha j’espère que t’es pas déçu
2025-08-14 23:34:55,Jaajef bro🤝
2025-08-14 23:34:09,"C’est vrai, dinaaci bayi xel In Sha Allah"
2025-08-14 23:33:09,Merci chef
2025-08-14 23:32:56,Big thanks
2025-08-14 22:44:55,Continue de briller le génie 🔥❤️
2025-08-14 15:16:24,Fii la eupei🤝
2025-08-14 13:26:44,"Yaw vrai arnaque nga, ak sa faux compte bi😂😭"
2025-08-14 13:25:56,😂😂😂😂Nala bloquer yaw
2025-08-14 08:49:31,"Certes, mais c’est possible avec le temps"
2025-08-13 23:56:05,Amin niou bok tawfeex yi 🤝
2025-08-13 23:55:45,Niofar🤝
2025-08-13 19:00:32,Jaajef
2025-08-13 19:00:17,"Ndeysaan, yalnako Yalla yereum. Dound dafa mèti, ndakh c’est pas logique pour le cerveau. Yalla nak de par l’expérience laniouy xamal."
2025-08-13 15:29:43,Gars yi waxoul nio eup xam xam d😁
2025-08-13 13:08:08,"Jajef champion, merci du retour"
2025-08-13 12:37:09,🤝❤️
2025-08-13 12:37:02,Lolou tawfeex la! Jaajef
2025-08-13 12:36:36,"L’école occidentale en général kay, faw niou changer ko"
2025-08-13 12:36:07,Ki kay talibé bou amoul bèneu xalaat la😁
2025-08-13 12:34:58,"In Sha Allah, motax faaw Yeurmandei délouci, to Lolou ci nité la bokk"
2025-08-13 12:34:18,❤️📌
2025-08-13 12:34:09,Don’t mind🤝
2025-08-12 23:16:37,Jaajef🤝
2025-08-12 23:16:23,Mbaadou😁
2025-08-12 13:21:04,Exactement
2025-08-12 13:20:19,Mercii☺️
2025-08-12 13:20:07,"T’es un géant, force💪🏿"
2025-08-12 13:19:14,Merci🤝
2025-08-12 13:19:07,❤️📌
2025-08-12 13:18:44,"Waw t’as raison, so dieulei diiné islam, meun nga topou Akhuraan ak suna pour yekci ci sa bop, mais faaw Guem gi tègou ci xam. Li nga wara xam nak guinaaw bi nga amei yènei bi Yalla molaciy guindi. Kiy diang alkhuraan meun na bania xam limouy teki, kiy diouli ci yonent bi meun na bania xam limouy tèki, mais souko tewloo kaddu yoyu dafa am énergie day rakhass xol ngir kiiray gui wagnékou. Ça peut prendre du temps nak, Motax guide spirituel am pour yombalal nien gni yonn bi comme tarikha yi niniouy fonctionner ici. Tu comprends un peu?"
2025-08-11 23:32:26,"Waw lolou mom c’est l’essence de notre existence. Y’a bcp de chemin possible pour y accéder. Ci sunu deuk yii diinè tek na yonn pour niou yekci ci Lolou. Ta lolou ci fatali lay diar (zikr: prière, tudd tourou Yalla, jang alxuraan, méditation etc )"
2025-08-11 23:26:10,Fii la eupei 🤝
2025-08-11 19:21:59,Lii def ko affiche nieup diot ci Saay 🤝
2025-08-11 16:36:07,💪🏿🤝
2025-08-11 16:35:54,Omzo d nena Kou meun fèyi mounoul kharou ci ndokh😁
2025-08-11 12:36:49,"Yi nga toud yen ci manifestation xam sa bop la, la conséquence. Xam bii may wakh ça revient à savoir que nous sommes une entité divine dans une expérience humaine. Lolou c’est lié à une mission (ce pourquoi tu es là), ci bi nga xamei fan nga diouguei, fan nga nek ak lou takh nga nek fi nga nek…"
2025-08-10 21:15:31,🤝❤️
2025-08-10 16:32:19,"C’est un travail de toute une vie, soit patiente avec toi même, tout se dévoilera. Surtout écoute toi. Tewlu sa bop, di wèt ak sa bop"
2025-08-10 10:48:59,Très bien dit🤝
2025-08-09 23:21:33,"Mbadou😂, Jaajef❤️"
2025-08-09 22:34:24,🤝🤝
2025-08-09 22:33:42,😂In Sha Allah
2025-08-09 22:33:19,"Écris moi en dm, on en discute"
2025-08-09 21:22:16,"Résiste la peine des premiers jours, tu ne vas pas regretter. Fixe des objectifs clairs d’abord pour mesurer ton évolution"
2025-08-09 21:00:09,"@Amul Xalaat: Delo ziar, tout à fait , Lolou waxinn la rek. Diinè bi mi ngi fimou nekon, mais gniko ngank nak nioma taxa wakh"
2025-08-09 20:04:44,Force 😁👊🏾
2025-08-09 14:22:40,"Merci du retour, ça fait plaisir"
2025-08-09 14:22:26,Aythia bok amul xalaat
2025-08-09 14:21:53,"Matouma taalibé, talibé talibèm yi laa"
2025-08-09 13:53:56,Lou leer
2025-08-08 23:16:14,❤️
2025-08-08 21:57:16,Amiin frère ❤️
2025-08-08 21:56:57,Jajef
2025-08-08 21:56:50,Jaajef
2025-08-08 21:36:20,❤️
2025-08-08 18:47:36,❤️
2025-08-08 18:00:32,🤝❤️
2025-08-08 18:00:22,"Detwaay, bagn len lolou"
2025-08-08 17:59:49,"Non banial lolou, change de plan juste"
2025-08-08 16:18:35,❤️
2025-08-08 16:18:31,❤️
2025-08-08 16:18:27,❤️
2025-08-08 16:18:21,❤️
2025-08-08 16:18:14,Tout à fait 🤝
2025-08-08 12:32:38,"Bcp me propose cette option, je vais l’explorer In Sha Allah"
2025-08-08 10:46:01,Jaajef
2025-08-07 23:17:28,Jaajef champion
2025-08-07 23:16:54,C’est notre malédiction😭
2025-08-07 23:16:27,Fii la eupei 🤝❤️
2025-08-07 22:16:00,Amiin ❤️
2025-08-07 21:29:49,Merci pour la force 🤝
2025-08-07 20:57:49,Jaajef🤝
2025-08-07 20:57:25,Jaajef frère
2025-08-07 20:55:32,Merci du retour. Diam ci yaw
2025-08-07 20:54:47,Amiin🙏🏾
2025-08-07 20:54:39,"Eskeuy, diam ci yaw"
2025-08-07 20:30:07,"Bien vu🤝, c’est une nécessité"
2025-08-07 20:29:17,🤝❤️
2025-08-07 20:28:31,Li Islam di diangalei fofou mo am solo nak
2025-08-07 18:48:39,❤️📌
2025-08-07 18:07:36,"Guiss nga d, on commence à perdre l’essence même de l’apprentissage de l’islam"
2025-08-07 16:18:14,Jaajef Go🤝
2025-08-07 16:17:17,Carrément
2025-08-07 15:06:23,"Detwaay😭, faisons l’effort rek"
2025-08-07 15:05:49,Jaajef champion
2025-08-07 15:05:39,"Ndeysaan, wakh nga deug d lep mbeugèl la, Lolou mom c’est le monde idéal."
2025-08-07 13:18:53,"Jaajef Jaambar, dama beug niou taxaw rek xolaat sunu bop"
2025-08-07 13:14:42,Jajef🤝
2025-08-07 13:14:28,🤝🤝
2025-08-07 12:47:47,"T’as bien compris. Merci🤝. Kou Yalla xamal, xam nga, Lolou romb na xalaat😁"
2025-08-07 12:41:19,"Waaw Lolou ça revient à savoir que nous sommes une individuation de la divinité. Moy dém ba yekci ci litax nga don khalifa Yalla ci kaw souf. Amna yonn you bari nak pour nit xam Lolou, commencer ko diiné (Alkhuraan ak souna) même si meun na yag, les tarikhas avec leurs werd (Mourid, Tidianisme etc) a pour objectif de te faire connaître Dieu, tu peux aussi chercher un guide spirituel bou mat mou tarbiyaal la (te guider vers Dieu) ou juste di wèteul sa bopp (méditer)"
2025-08-07 12:16:32,Merci❤️
2025-08-07 12:16:18,Jaajef 🤝
2025-08-07 12:15:46,"Là je relate juste des faits, c’est la domination du système occidental qui se manifeste toujours chez nous qu’on l’accepte ou pas et c’est une autre forme de colonisation. Ki xam bopam nak moy khamni ken defoul ken dara. Il nous faut des systèmes qui protègent l’humain, moy takh niou nitté. Xamni nous avons une responsabilité sur nous mêmes, sur notre entourage, sur les animaux et toutes créatures, et cela passe par l’éducation, ce qui explique l’échec de nos systèmes religieux…."
2025-08-07 12:07:01,"Je suis d’accord, waaye li eup ci julit yi sen diamou gi ragal mbougeulou Yalla moko lal, donc ragal diougou ci"
2025-08-07 12:05:15,Jikko jamono la
2025-08-07 12:04:46,🤝❤️
2025-08-07 12:04:37,"Bien résumé, jangalei Yonent bi (psl) dafniou reuthie"
2025-08-07 10:20:50,Bien vu. Ça demande du travail sur soi
2025-08-07 10:19:34,Content que ça te parle. Merci du retour ❤️
2025-08-07 10:19:05,Mounoul niak 🤝
2025-08-07 09:17:18,🙏🏾❤️
2025-08-07 09:16:54,Jaajef frère
2025-08-07 09:16:39,Jaajef
2025-08-07 09:16:32,Oui malheureusement
2025-08-07 09:16:21,Lou leer🤝
2025-08-07 09:15:56,"Meun na d’accord ak yaw parce que dimension yiniouy wakhei bokoul. Ce que tu vois avec tes yeux, c’est une infime partie de la réalité… une illusion"
2025-08-07 01:08:22,Jaajef❤️
2025-08-07 01:08:00,"Lol tkt, Waw Yalla Lolou la wakh, mais dou xalaat moy takh nga xam ko. La preuve mouno xalaat lo xamoul… xalaat bi meun nala tek ci yonn nak"
2025-08-07 00:42:37,"Jaajef🤝. Amul Xalaat dou littéralement niak xalaat. Il faut nécessairement nit xalat car ci mécanisme de survie la bok. Amul xalaat bii limouy tekki moy tewlu, xel bi wagni xëlou bi, ngir xol bi xèli xam xam gi sunu ruh di xéli. Il ya une intelligence supérieure au delà de la pensée. Xam xam deug diouguéwoul ci xalaat, leerou Yalla la…"
2025-08-07 00:02:27,Tu connais📌
2025-08-07 00:02:11,"Y’a bcp de méthodes, l’objectif est de mettre son attention hors de son environnement et du temps."
2025-08-06 23:26:27,🤝😊
2025-08-06 22:47:13,"Merci, douma psy d😁"
2025-08-06 22:23:44,"Jaajef bro, lep dina mat 👊🏾"
2025-08-06 22:23:01,Jaajef mon ami
2025-08-06 22:09:41,Jaajef🤝
2025-08-06 22:09:29,Merci🤝❤️
2025-08-06 22:09:09,T’as parfaitement raison
2025-08-06 22:03:08,Alhamdoulilah ❤️
2025-08-06 21:53:32,"T’es pas fou, tu dois continuer à explorer ton for intérieur, pour retrouver goût à la vie. Ne te laisse pas emporter par l’illusion de cette dimension d’existence"
2025-08-06 15:57:34,"Merci, content que ça aide"
2025-08-06 15:02:49,Jaajef🤝
2025-08-06 11:29:14,"Ecole bi nga diaar rek yonou toubab la. Où est ce que j’ai dit que le blanc doit veiller sur nous? Là je parle des causes qui nous ont enfoncé dans ce gouffre. La cause est purement systémique. Legui nak ki xam bopam mo xamni ken defoul ken dara, nous sommes responsables de notre sort comme tu dis."
2025-08-06 00:11:41,"Exactement, le travail est interne, faw niou delouwaat ci sunu bop, tout ce qui nous entoure est fait pour nous manipuler et nous conditionner"
2025-08-05 20:13:27,Jaajef mon Cher 😁
2025-08-05 20:12:47,"Carrément, nous devons nous réveiller"
2025-08-05 15:20:52,Ndeysaan. Mbaa dioyu mbectei la rek?
2025-08-05 14:49:17,Doyna waar faaw niou yéwou
2025-08-05 14:49:02,Nitté bi mo dess rek
2025-08-05 14:48:00,Tres bien résumé. Tu as compris l’essence du message 🤝. Merci pour cette belle contribution
2025-08-05 14:45:27,"Jaajef, non au contraire je la défends. Regarde la vidéo précédente. Alarme conscience 01"
2025-08-05 00:57:17,"Amiin, c’est très gentil, niou bok tawfeex yi"
2025-08-04 14:48:18,"Wakhine la rek, l’Islam est parfait mais gnikoy jangalei nio échouer sen mission"
2025-08-04 14:46:38,"Yaako laal, yénei bi ci amon dagn na, alal mo takh nieup reer"
2025-08-04 14:45:32,Force💪🏿
2025-08-04 10:20:47,Mo fi bari d
2025-08-03 22:58:16,"Boul wakh dara, beugeul rek😁"
2025-08-03 22:39:22,Jaajef frère 🔥
2025-08-03 21:56:26,Merci bcp🤝
2025-08-03 21:48:37,Exactement
2025-08-03 21:48:30,Ma ngi sa guinaaw 🤝
2025-08-03 16:13:01,"Malheureusement, julit yoyu yeugougn ni sen bop lañuy yakal di dolen system boulèni exploiter"
2025-08-03 10:29:15,Y’a pas de quoi 🤝
2025-08-03 08:54:57,Yaako laal
2025-08-03 01:22:53,🤝
2025-08-02 23:04:10,"Guiss nga d, nagn gueneu farlou ci sunu bop rek"
2025-08-02 21:41:56,"C’est ça le piège, un semblant de bonheur"
2025-08-02 21:41:11,Jajef Cheikh bi
2025-08-02 19:37:01,Content que ça te parle
2025-08-02 13:28:14,Merci mon cher. Waw la chaîne YouTube est une bonne idée pour développer en profondeur. Je le mettrais en place In Sha Allah
2025-08-02 07:53:51,Niak nité rek! Massa 😭
2025-08-02 07:53:09,👊🏾
2025-08-02 07:52:48,🤝❤️
2025-08-01 21:50:29,"C’est dur ça, utilise des charges moins lourdes, fais des exos de mobilités. Un complément alimentaire comme le colagène aide aussi"
2025-08-01 21:48:35,"Amiin❤️, content que ça te parle"
2025-08-01 18:59:39,"Absolument! La finalité, c’est la connaissance de la divinité que nous sommes."
2025-08-01 18:57:07,Ah faw niou farlou rek ci sunu bop
2025-08-01 18:56:41,Amiin❤️
2025-07-30 20:31:06,"Le secret de la sèche est dans l’alimentation (déficit calorifique) séance muscu high rep, low volume"
2025-07-30 11:23:30,"Y’a les limites de la génétique, n’empêche tu peux toujours avoir un très bon physique. Ça prend du temps quand même"
2025-07-28 18:21:56,Jajef! Oui y’a des maîtres nageurs là-bas
2025-07-28 15:04:22,"Absolument, malheureusement kilifeu amatoul…"
2025-07-28 15:03:43,Une théorie très valable. Nous devons apprendre à désapprendre
2025-07-28 14:16:07,Tu as parfaitement raison
2025-07-28 14:15:11,Ignorance mo fi dominer malheureusement
2025-07-28 10:07:21,"Gni wara jouer rôle kilifeu nio démissionner, lolou waral lii yeup"
2025-07-27 18:54:00,Oui c’est dommage!
2025-07-27 18:53:34,Merci❤️
2025-07-27 18:53:18,"Haha, sans soucis"
2025-07-27 16:59:27,Bien vu 🤝
2025-07-27 13:26:52,"Je ne pas ce qu’elle an exposé ou pas, je parle juste par rapport aux vices sociétaux qui se manifestent"
2025-07-27 13:23:45,Selon ta perspective oui. Fais mieux 🤝
2025-07-27 13:22:54,"C’est pas faux, kilifeu mo wara Jubanti"
2025-07-27 13:22:25,😂😂😂🤝
2025-07-27 10:01:04,🤝❤️
2025-07-26 18:25:28,En effet!
2025-07-26 15:06:10,❤️🤝
2025-07-26 15:05:56,Ah oui! Merci du retour
2025-07-25 20:33:26,"C’est pas faux, quand le perfectionnisme n’inhibe pas l’action c’est pas mauvais en soi"
2025-07-24 16:00:14,"Merci de ton retour et de ta bienveillance. Ça fait plaisir. Je te rassure aussi, je vais très bien. Force à nous tous. On finira tous par savoir…"
2025-07-23 13:11:06,"Tu peux avoir une meilleure forme man, je suis toujours un débutant han"
2025-07-22 13:56:57,"Merci, content que ça t’ai éclairée"
2025-07-21 22:13:47,Wesh t’es grand man. Mais si tu persistes t’auras un physique incroyable
2025-07-20 13:11:17,Bien dit mon cher. Notre vie doit être centrée sur la recherche de sens
2025-07-20 11:20:27,🤝❤️
2025-07-19 14:35:53,Je ne manquerai pas de
2025-07-18 20:13:56,Yeah pour les ectos c’est un plus difficile mais très possible. Mange bien + soulève lourd + repos
2025-07-17 22:51:20,Waw weudélou some rek
2025-07-16 12:04:31,❤️🔥
2025-07-16 11:31:17,"Amin my dear, blessings on you"
2025-07-16 00:27:08,Yep
2025-07-15 22:12:44,🤝❤️
2025-07-15 22:12:11,Ça fait plaisir mon gars 🤝 Amul Xalaat!
2025-07-14 02:01:00,Message ma
2025-07-13 19:27:10,J’imagine t’es grand
2025-07-12 13:21:49,Tu maximise avec le minimum que tu as. Fais juste les efforts nécessaires avec intention
2025-07-12 11:19:33,Tu connais🤝❤️
2025-07-11 09:46:39,Amiin! Jajef mon gars🤝 toi aussi
2025-07-09 19:39:33,"Trouve un coach perso. Assure toi qu’il est assez qualifié. Il va juste t’initier, après tu sauras être autonome. C’est là où tout se joue"
2025-07-09 18:45:50,"Si t’en a la possibilité c’est plus bénéfique. Si tu ne l’as pas, essaie de trouver un ami qui s’y connais déjà. Il va te superviser pour tes débuts sur les mouvements. En même temps tu fais tes recherches à côté en fonction de tes objectifs . L’information est accessible maintenant. Ce qui reste sera la motivation et la discipline"
2025-07-09 17:51:15,"Niar yeup baxna pour n’importe quelle forme. La créatine te donne juste plus d’énergie et favorise la rétention d’eau. Et les protéines comme complément alimentaire, les ectos prennent un gainer pour plus de volume (y’a du gras) au début et après la whey. Mais ça ne remplace pas les repas ça complète juste"
2025-07-09 13:24:49,👌🤝
2025-07-09 08:13:53,🤝❤️
2025-07-09 08:13:48,🥰
2025-07-08 01:07:47,Ça en vaut la peine man. Fais ton max avec ce que tu as. C’est avec la difficulté que vient l’aisance
2025-07-07 22:50:12,❤️🤝
2025-07-05 11:47:59,"Wa aythia, nagn ci Waxtaan"
2025-07-05 11:38:53,Thanks for the compliment 🥰
2025-07-04 12:38:27,❤️
2025-07-04 07:41:04,Oui ikra résume tout. Très bien dit. Le coran détient les réponses. Les niveaux d’interprétation et compréhension diffèrent juste
2025-07-04 06:37:22,"Massa mon gars , le sport aide dans ce cas"
2025-07-03 20:50:22,Bien dit🤝
2025-07-03 08:23:59,Merci du retour
2025-07-03 05:07:45,Avec le temps dina nangou tkt. Keep pushing 😏
2025-07-02 22:30:14,❤️
2025-07-02 22:30:09,"Oui spirituellement parlant, nous sommes la même entité."
2025-07-02 21:50:57,Jajef champion
2025-07-02 21:43:14,"Oui malheureusement la masse est inconsciente, mais voilà je j’essaie de partager mes pensées pour réveiller cette conscience collective."
2025-07-02 21:40:28,Tu peux reformuler la phrase stp pour plus de clarté?
2025-07-02 21:38:09,"Merci, ce que j’explique là n’est pas le produit d’une lecture. C’est une compréhension qui m’est venue naturellement. Yalla momako xamal en résumé"
2025-07-02 21:32:47,Jajef🤝
2025-07-02 20:34:07,"Non, pourquoi Mars?"
2025-07-02 19:57:05,❤️
2025-07-02 19:11:11,Ah Yalla dina gérer lolou. Ken dou xam loudoul bila Yalla xamalei
2025-07-02 19:10:28,Jajef🤝
2025-07-02 19:10:19,📌c’est la pure vérité. Xam rek moy taxa nopalou
2025-07-02 09:42:32,Jajef❤️
2025-07-02 07:40:53,Jajef l’ami 🤝
2025-07-01 20:36:10,📌
2025-07-01 20:36:04,Amul xalaat🤝
2025-06-29 15:38:58,Les courbatures sont normales pour les premières séances mais après s’il y’a d’autres douleurs faudra revoir ta technique
2025-06-29 10:28:30,De ouff😁
2025-06-28 13:44:59,Ah oui grave 🤝
2025-06-28 13:44:49,"Excellent, seule la constance paye"
2025-06-27 08:12:45,❤️
2025-06-27 08:12:04,"Salut bro, tu peux check sur Maps 3BSport parcelles assainies. Tu verras leur contact"
2025-06-26 07:08:05,❤️
2025-06-24 21:46:48,❤️
2025-06-24 10:52:13,Tkt on comprend 😁
2025-06-23 09:41:00,Haha c’est vrai😁
2025-06-21 19:25:13,🔥🤝
2025-06-20 17:51:33,Kon mo ngi baax
2025-06-20 15:08:48,"C’est fatigant, diminue les charges ou remplace ça du goblet squat"
2025-06-20 11:04:50,Amoul bayi 🔥🤝
2025-06-19 23:37:47,Non goumin la soxla 😁
2025-06-19 22:27:19,Jajef🤝
2025-06-19 19:34:42,Feuleer🔥
2025-06-19 17:51:31,Force mon gars🤝
2025-06-19 17:39:37,Let’s go Amul Xalaat🤝
